,Participant,X0,Y0,Xt,Yt,MT,strategy,block,Xf,A
250,15,0.04702097460318547,,,,0.6500000000000004,4,5,150.10264570734216,150.0
251,15,0.13728644619236147,,,,0.4299999999999997,4,5,141.23853229917054,150.0
252,15,-0.01296189320747847,,,,0.9900000000000002,4,5,149.76255192876988,150.0
253,15,0.19844830444175102,,,,1.2600000000000016,4,5,149.75672901683868,150.0
254,15,0.07150507304334687,,,,1.25,4,5,150.4568748895439,150.0
255,15,0.08216996220148635,,,,1.2100000000000009,4,5,149.2768564438339,150.0
256,15,0.06475024607009235,,,,1.3100000000000023,4,5,149.67696725270235,150.0
257,15,-0.11217720569249494,,,,1.0999999999999979,4,5,150.37576260370872,150.0
258,15,0.04516276350634794,,,,1.1000000000000014,4,5,150.23290755186883,150.0
259,15,0.044274471883616044,,,,1.1099999999999994,4,5,149.70199076027072,150.0
260,15,-0.018974808571048156,,,,1.6099999999999999,5,4,149.73015295096135,150.0
261,15,-0.09561913554409263,,,,1.1000000000000005,5,4,149.95936512728048,150.0
262,15,-0.21396993631666045,,,,1.6099999999999994,5,4,149.72118893747913,150.0
263,15,-0.06922091055537655,,,,1.8499999999999996,5,4,149.63137947497003,150.0
264,15,0.01711108328830901,,,,1.33,5,4,149.6193434014604,150.0
265,15,0.018783746943250454,,,,1.740000000000002,5,4,149.6850555385444,150.0
266,15,-0.03738085910329511,,,,1.3500000000000014,5,4,149.71055518646787,150.0
267,15,-0.1327803125225344,,,,1.5999999999999979,5,4,149.56849562926578,150.0
268,15,-0.07303272985793743,,,,1.370000000000001,5,4,149.81779414875814,150.0
269,15,0.037387674923109106,,,,1.4200000000000017,5,4,149.72055751092893,150.0
270,15,0.012322968357268142,,,,1.620000000000001,5,4,149.74175257527597,150.0
271,15,-0.0034990815929119914,,,,1.8099999999999952,5,4,149.7930838966624,150.0
272,15,-0.03494269156760428,,,,0.990000000000002,5,4,149.9419731552719,150.0
273,15,-0.0814329997461358,,,,1.6799999999999997,5,4,149.68807671122164,150.0
274,15,0.03125617598965869,,,,1.1400000000000006,5,4,149.68126391605725,150.0
275,15,-0.03850577505576531,,,,1.6300000000000026,5,4,149.5633951689876,150.0
276,15,-0.05955565886549015,,,,1.08,4,4,148.04415043089466,150.0
277,15,0.0017006518001482208,,,,1.38,4,4,149.50802350548307,150.0
278,15,-0.04895840034768507,,,,1.21,4,4,149.22496470256658,150.0
279,15,-0.14446074400990697,,,,1.6799999999999997,4,4,149.75463357302058,150.0
280,15,-0.007916225069607855,,,,0.5500000000000007,4,4,145.68493437803198,150.0
281,15,-0.009802596260171435,,,,1.0399999999999991,4,4,149.68187319194246,150.0
282,15,-0.06243468531984182,,,,1.5700000000000003,4,4,149.89941603256833,150.0
283,15,0.0010950183277733698,,,,1.120000000000001,4,4,149.17392333766554,150.0
284,15,0.022825548787126757,,,,1.259999999999998,4,4,149.49650998664498,150.0
285,15,-0.07612940157358045,,,,1.2600000000000016,4,4,149.8562535635111,150.0
