Experiment parameters :;;;;;;;;;;;;;;;;;;;;;;;
Instruction;5. Full accuracy;;;;;;;;;;;;;;;;;;dot size = ;0.01011;;;
Block number;5;;;;;;;;;;;;;;;;;;;D S et T  positions relative par rapport à la ligne de départ;;;
D screen value (in mm);150;;;;;;;;;;;;;;;;;;;;;;39.000
D screen value (in pixels);564.705882;;;;;;;;;;;;;;;;;;;;min;;
DC Gain;1;;;;;;;;;;;;;;;;;;;;3821;;
Duration (in s);0;;;;;;;;;;;;;;;;;;;;max;;
Screen offset (in mm);95;;;;;;;;;;;;;;;;;;;;3868;;
Tablet offset (in mm);39;;;;;;;;;;;;;;;;;;;;moy;;
Tablet start line (in dots);3859;;;;;;;;;;;;;;;;;;;;3855.5;;
Tablet target line (in dots);18703;;;;;;;;;;;;;;;;;;;La correction reste à faire;;;
Screen start line (pixels);357;;;;;;;;;;;;;;;;;;;Nouvelle colonne;;;
;;;;;;;;;;;;;;;;;;;;faire la troncature de col S;X tablet in dots;;
Time (in s);X tablet (in dots);Y tablet (in dots);X screen (mm);Pressure;TiltX;TiltY;Distance;Stylus;Upper Button;Lower Button;Puck Left Button;Puck Right Button;Puck Wheel;Puck Wheel Up;Puck Wheel Down;Puck Extra Left;Puck Extra Right;X screen (pixels);X screen corrected (mm);x screen pixel;si x screen px = 0;;
9.66993598;18701;14084;149;737;69;85;15;14;0;0;4;16;0;1;0;0;64;565.2526478;149.97336;565;;;
9.68591198;18700;14083;149;737;69;85;15;14;0;0;4;16;0;1;0;0;64;565.2146055;149.963255;565;;;
9.68993798;18704;14086;150;736;69;85;13;14;0;0;4;16;0;1;0;0;64;565.3667747;150.003675;565;;;
9.70591098;18703;14085;149;735;69;85;13;14;0;0;4;16;0;1;0;0;64;565.3287324;149.99357;565;;;
9.70993698;18699;14084;149;731;69;85;15;14;0;0;4;16;0;1;0;0;64;565.1765632;149.95315;565;;;
9.71794298;18702;14085;149;729;69;85;13;14;0;0;4;16;0;1;0;0;64;565.2906901;149.983465;565;;;
9.73791098;18701;14086;149;729;69;85;14;14;0;0;4;16;0;1;0;0;64;565.2526478;149.97336;565;;;
9.74193598;18699;14084;149;728;69;85;12;14;0;0;4;16;0;1;0;0;64;565.1765632;149.95315;565;;;
9.75791098;18703;14085;149;728;68;85;14;14;0;0;4;16;0;1;0;0;64;565.3287324;149.99357;565;;;
9.76193698;18702;14087;149;728;68;85;12;14;0;0;4;16;0;1;0;0;64;565.2906901;149.983465;565;;;
9.77790998;18699;14086;149;729;68;85;15;14;0;0;4;16;0;1;0;0;64;565.1765632;149.95315;565;;;
9.78193998;18701;14086;149;729;68;85;14;14;0;0;4;16;0;1;0;0;64;565.2526478;149.97336;565;;;
9.79791598;18704;14087;150;729;68;85;15;14;0;0;4;16;0;1;0;0;64;565.3667747;150.003675;565;;;
9.80193798;18701;14086;149;729;68;85;12;14;0;0;4;16;0;1;0;0;64;565.2526478;149.97336;565;;;
9.81791298;18702;14084;149;730;68;85;13;14;0;0;4;16;0;1;0;0;64;565.2906901;149.983465;565;;;
9.82193598;18702;14088;149;729;68;85;12;14;0;0;4;16;0;1;0;0;64;565.2906901;149.983465;565;;;
9.83791298;18702;14086;149;730;68;85;12;14;0;0;4;16;0;1;0;0;64;565.2906901;149.983465;565;;;
9.84193698;18702;14085;149;729;68;85;3;14;0;0;4;16;0;1;0;0;64;565.2906901;149.983465;565;;;
9.85791198;18704;14091;150;730;68;85;12;14;0;0;4;16;0;1;0;0;64;565.3667747;150.003675;565;;;
9.86193598;18701;14087;149;730;68;85;12;14;0;0;4;16;0;1;0;0;64;565.2526478;149.97336;565;;;
9.87790998;18698;14086;149;730;68;85;0;14;0;0;4;16;0;1;0;0;64;565.1385209;149.943045;565;;;
9.88194098;18698;14089;149;731;68;85;3;14;0;0;4;16;0;1;0;0;64;565.1385209;149.943045;565;;;
9.89791698;18693;14087;149;733;68;85;12;14;0;0;4;16;0;1;0;0;64;564.9483094;149.89252;564;;;
9.90193698;18692;14085;149;733;68;85;14;14;0;0;4;16;0;1;0;0;64;564.9102671;149.882415;564;;;
9.91791198;18693;14088;149;734;68;85;12;14;0;0;4;16;0;1;0;0;64;564.9483094;149.89252;564;;;
9.92193698;18689;14086;149;734;68;85;15;14;0;0;4;16;0;1;0;0;64;564.7961402;149.8521;564;;;
9.93791198;18688;14087;149;735;68;85;13;14;0;0;4;16;0;1;0;0;64;564.7580979;149.841995;564;;;
9.94193698;18687;14088;149;736;69;85;14;14;0;0;4;16;0;1;0;0;64;564.7200556;149.83189;564;;;
9.95791298;18684;14089;149;736;69;85;14;14;0;0;4;16;0;1;0;0;64;564.6059287;149.801575;564;;;
9.96193898;18681;14088;149;737;69;85;15;14;0;0;4;16;0;1;0;0;64;564.4918018;149.77126;564;;;
9.97790998;18680;14092;149;738;69;85;12;14;0;0;4;16;0;1;0;0;64;564.4537595;149.761155;564;;;
9.98194098;18679;14090;149;738;69;85;12;14;0;0;4;16;0;1;0;0;64;564.4157172;149.75105;564;;;
9.99791798;18675;14088;149;739;69;85;12;14;0;0;4;16;0;1;0;0;64;564.2635479;149.71063;564;;;
10.00193898;18675;14089;149;739;69;85;12;14;0;0;4;16;0;1;0;0;64;564.2635479;149.71063;564;;;
10.01791298;18674;14091;149;739;69;85;12;14;0;0;4;16;0;1;0;0;64;564.2255056;149.700525;564;;;
10.02193898;18672;14089;149;739;69;85;13;14;0;0;4;16;0;1;0;0;64;564.149421;149.680315;564;;;
10.03791298;18671;14089;149;738;69;85;15;14;0;0;4;16;0;1;0;0;64;564.1113787;149.67021;564;;;
10.04193798;18674;14091;149;737;69;85;13;14;0;0;4;16;0;1;0;0;64;564.2255056;149.700525;564;;;
10.05791298;18671;14089;149;736;69;85;15;14;0;0;4;16;0;1;0;0;64;564.1113787;149.67021;564;;;
10.06193798;18674;14087;149;734;68;85;12;14;0;0;4;16;0;1;0;0;64;564.2255056;149.700525;564;;;
10.07791098;18676;14091;149;715;68;85;15;14;0;0;4;16;0;1;0;0;64;564.3015902;149.720735;564;;;
10.08194198;18670;14086;149;611;68;85;14;14;0;0;4;16;0;1;0;0;64;564.0733364;149.660105;564;;;
10.09791698;18665;14087;149;367;68;85;0;14;0;0;4;16;0;1;0;0;64;563.8831249;149.60958;563;;;
10.10193898;18659;14075;149;234;68;85;0;14;0;0;4;16;0;1;0;0;64;563.6548711;149.54895;563;;;
10.11791298;18641;14055;149;177;69;86;15;14;0;0;4;16;0;0;2;0;64;562.9701096;149.36706;562;;;
10.70991698;3808;14343;0;167;99;88;3;14;0;0;0;16;8;0;0;0;64;-1.31137872;-0.52021;-1;;;
10.73393998;3855;14209;0;719;96;88;3;14;0;0;0;16;8;0;0;0;64;0.47660954;-0.045276;0;3855;;
10.74991698;3852;14211;0;588;94;88;1;14;0;0;0;16;8;0;0;0;64;0.36248263;-0.075591;0;3852;;
10.75394798;3853;14215;0;595;93;88;0;14;0;0;0;16;8;0;0;0;64;0.40052493;-0.065486;0;3853;;
10.76991798;3858;14219;0;593;91;87;7;14;0;0;4;16;0;1;2;0;64;0.59073645;-0.014961;0;3858;;
10.77394298;3858;14217;0;591;89;87;3;14;0;0;4;16;0;1;2;0;64;0.59073645;-0.014961;0;3858;;
10.78991798;3859;14214;0;590;88;86;3;14;0;0;4;16;0;0;2;0;64;0.62877876;-0.004856;0;3859;;
10.79394298;3860;14215;0;588;87;86;3;14;0;0;4;16;0;0;2;0;64;0.66682106;0.005249;0;3860;;
10.80991898;3862;14215;0;588;86;86;1;14;0;0;4;16;0;0;2;0;64;0.74290567;0.025459;0;3862;;
10.81394098;3862;14214;0;589;86;86;3;14;0;0;4;16;0;0;2;0;64;0.74290567;0.025459;0;3862;;
10.82991698;3862;14216;0;593;86;86;2;14;0;0;4;16;0;0;2;0;64;0.74290567;0.025459;0;3862;;
10.83394298;3863;14214;0;598;86;86;1;14;0;0;4;16;0;0;2;0;64;0.78094797;0.035564;0;3863;;
10.84991498;3861;14213;0;607;86;86;2;14;0;0;4;16;0;0;2;0;64;0.70486336;0.015354;0;3861;;
10.85395098;3862;14212;0;616;85;85;1;14;0;0;4;16;0;1;0;0;64;0.74290567;0.025459;0;3862;;
10.87007998;3864;14214;0;624;86;86;0;14;0;0;4;16;0;0;2;0;64;0.81899027;0.045669;0;3864;;
10.87394598;3861;14210;0;634;85;86;3;14;0;0;4;16;0;0;2;0;64;0.70486336;0.015354;0;3861;;
10.88992698;3862;14212;0;647;85;86;2;14;0;0;4;16;0;0;2;0;64;0.74290567;0.025459;0;3862;;
10.89394298;3864;14213;0;659;85;86;3;14;0;0;4;16;0;0;2;0;64;0.81899027;0.045669;0;3864;;
10.90991798;3863;14209;0;670;85;86;0;14;0;0;4;16;0;0;2;0;64;0.78094797;0.035564;0;3863;;
10.91394498;3863;14209;0;679;85;86;2;14;0;0;4;16;0;0;2;0;64;0.78094797;0.035564;0;3863;;
10.92991798;3865;14214;0;688;85;86;0;14;0;0;4;16;0;0;2;0;64;0.85703258;0.055774;0;3865;;
10.93394498;3860;14209;0;692;85;86;2;14;0;0;4;16;0;0;2;0;64;0.66682106;0.005249;0;3860;;
10.94992098;3860;14209;0;695;85;86;4;14;0;0;4;16;0;0;2;0;64;0.66682106;0.005249;0;3860;;
10.95394198;3861;14211;0;696;86;86;3;14;0;0;4;16;0;0;2;0;64;0.70486336;0.015354;0;3861;;
10.96991798;3860;14209;0;697;86;86;1;14;0;0;4;16;0;0;2;0;64;0.66682106;0.005249;0;3860;;
10.97394898;3859;14209;0;698;86;86;7;14;0;0;4;16;0;0;2;0;64;0.62877876;-0.004856;0;3859;;
10.98991998;3861;14213;0;699;86;86;4;14;0;0;4;16;0;0;2;0;64;0.70486336;0.015354;0;3861;;
10.99394398;3861;14212;0;699;86;86;2;14;0;0;4;16;0;0;2;0;64;0.70486336;0.015354;0;3861;;
11.00991898;3859;14209;0;699;86;86;0;14;0;0;4;16;0;0;2;0;64;0.62877876;-0.004856;0;3859;;
11.01394298;3862;14214;0;701;86;86;2;14;0;0;4;16;0;0;2;0;64;0.74290567;0.025459;0;3862;;
11.02991798;3863;14212;0;702;86;86;3;14;0;0;4;16;0;0;2;0;64;0.78094797;0.035564;0;3863;;
11.03394398;3861;14213;0;702;86;86;2;14;0;0;4;16;0;0;2;0;64;0.70486336;0.015354;0;3861;;
11.04991798;3863;14214;0;703;85;86;3;14;0;0;4;16;0;0;2;0;64;0.78094797;0.035564;0;3863;;
11.05394498;3866;14212;0;705;85;86;0;14;0;0;4;16;0;0;2;0;64;0.89507488;0.065879;0;3866;;
11.06991698;3863;14210;0;707;85;86;1;14;0;0;4;16;0;0;2;0;64;0.78094797;0.035564;0;3863;;
11.07395298;3865;14214;0;709;85;86;0;14;0;0;4;16;0;0;2;0;64;0.85703258;0.055774;0;3865;;
11.09008198;3867;14214;0;713;85;86;1;14;0;0;4;16;0;0;2;0;64;0.93311718;0.075984;0;3867;;
11.09394598;3864;14212;0;717;85;86;1;14;0;0;4;16;0;0;2;0;64;0.81899027;0.045669;0;3864;;
11.10991998;3863;14211;0;723;85;86;3;14;0;0;4;16;0;0;2;0;64;0.78094797;0.035564;0;3863;;
11.11394298;3867;14214;0;728;85;86;0;14;0;0;4;16;0;0;2;0;64;0.93311718;0.075984;0;3867;;
11.12991898;3864;14208;0;734;85;86;1;14;0;0;4;16;0;0;2;0;64;0.81899027;0.045669;0;3864;;
11.13394298;3863;14211;0;738;85;85;3;14;0;0;4;16;0;1;0;0;64;0.78094797;0.035564;0;3863;;
11.14991898;3863;14212;0;743;85;85;2;14;0;0;4;16;0;1;0;0;64;0.78094797;0.035564;0;3863;;
11.15394398;3861;14209;0;745;85;85;3;14;0;0;4;16;0;1;0;0;64;0.70486336;0.015354;0;3861;;
11.16991798;3859;14210;0;746;85;85;4;14;0;0;4;16;0;1;0;0;64;0.62877876;-0.004856;0;3859;;
11.17394198;3861;14210;0;745;85;86;3;14;0;0;4;16;0;0;2;0;64;0.70486336;0.015354;0;3861;;
11.18991798;3854;14208;0;744;85;86;2;14;0;0;4;16;0;0;2;0;64;0.43856724;-0.055381;0;3854;;
11.19394898;3853;14209;0;742;85;86;3;14;0;0;4;16;0;0;2;0;64;0.40052493;-0.065486;0;3853;;
11.20991998;3855;14209;0;738;86;86;2;14;0;0;4;16;0;0;2;0;64;0.47660954;-0.045276;0;3855;;
11.21394598;3912;14204;0;732;86;86;3;14;0;0;4;16;0;0;2;0;64;2.64502084;0.530709;2;;;
11.22991998;4064;14201;2;742;87;86;7;14;0;0;4;16;0;0;2;0;64;8.42745098;2.066667;8;;;
11.23394798;4314;14203;4;749;87;86;4;14;0;0;4;16;0;0;2;0;64;17.93802686;4.592913;17;;;
11.24991998;4675;14197;8;757;88;87;5;14;0;0;4;16;0;1;2;0;64;31.67129844;8.240814;31;;;
11.25394598;5129;14192;12;758;88;87;5;14;0;0;4;16;0;1;2;0;64;48.94250425;12.828478;48;;;
11.26991998;5696;14190;18;763;88;87;6;14;0;0;4;16;0;1;2;0;64;70.51249035;18.558005;70;;;
11.27394798;6324;14186;24;765;87;86;6;14;0;0;4;16;0;0;2;0;64;94.40305697;24.903937;94;;;
11.28991798;7042;14182;32;764;87;86;6;14;0;0;4;16;0;0;2;0;64;121.7174309;32.159318;121;;;
11.29394998;7782;14177;39;764;86;86;5;14;0;0;4;16;0;0;2;0;64;149.8687355;39.637008;149;;;
11.30992498;8550;14172;47;776;85;86;6;14;0;0;4;16;0;0;2;0;64;179.0852246;47.397638;179;;;
11.31394598;9356;14166;55;770;84;85;4;14;0;0;4;16;0;1;0;0;64;209.7473213;55.542257;209;;;
11.32194498;10198;14163;64;776;83;85;11;14;0;0;4;16;0;1;0;0;64;241.7789409;64.050656;241;;;
11.32995198;11088;14158;73;790;82;85;11;14;0;0;4;16;0;1;0;0;64;275.636591;73.044094;275;;;
11.34992198;11957;14153;81;805;81;85;15;14;0;0;4;16;0;1;0;0;64;308.6953528;81.825328;308;;;
11.35394498;12828;14148;90;814;80;85;12;14;0;0;4;16;0;1;0;0;64;341.8301992;90.626772;341;;;
11.36195298;13675;14139;99;818;79;85;15;14;0;0;4;16;0;1;0;0;64;374.0520303;99.185696;374;;;
11.38192298;14458;14128;107;820;78;85;8;14;0;0;4;16;0;1;0;0;64;403.8391539;107.0979;403;;;
11.38594498;15177;14119;114;824;76;85;9;14;0;0;4;16;0;1;0;0;64;431.1915702;114.363386;431;;;
11.40192098;15782;14116;120;823;75;85;9;14;0;0;4;16;0;1;0;0;64;454.2071638;120.476903;454;;;
11.40594598;16346;14105;126;824;74;85;10;14;0;0;4;16;0;1;0;0;64;475.663023;126.176115;475;;;
11.42192298;16790;14099;130;824;73;85;9;14;0;0;4;16;0;1;0;0;64;492.5538058;130.66273;492;;;
11.42594298;17172;14098;134;825;72;85;9;14;0;0;4;16;0;1;0;0;64;507.0859657;134.522835;507;;;
11.44192098;17458;14093;137;825;72;85;8;14;0;0;4;16;0;1;0;0;64;517.9660645;137.412861;517;;;
11.44594998;17682;14089;139;824;71;85;13;14;0;0;4;16;0;1;0;0;64;526.4875405;139.676378;526;;;
11.46192198;17852;14088;141;824;71;85;14;14;0;0;4;16;0;1;0;0;64;532.9547321;141.394226;532;;;
11.46594598;17990;14087;142;825;71;85;10;14;0;0;4;16;0;1;0;0;64;538.20457;142.788714;538;;;
11.48192098;18101;14086;143;824;70;85;15;14;0;0;4;16;0;1;0;0;64;542.4272657;143.910367;542;;;
11.48594698;18190;14088;144;824;70;85;14;14;0;0;4;16;0;1;0;0;64;545.8130307;144.809711;545;;;
11.50192198;18268;14085;145;820;70;85;14;14;0;0;4;16;0;1;0;0;64;548.7803304;145.5979;548;;;
11.50594698;18333;14083;146;817;70;85;12;14;0;0;4;16;0;1;0;0;64;551.2530801;146.254724;551;;;
11.52192098;18390;14087;146;815;70;85;12;14;0;0;4;16;0;1;0;0;64;553.4214914;146.830709;553;;;
11.52594598;18443;14083;147;814;70;85;15;14;0;0;4;16;0;1;0;0;64;555.4377335;147.366273;555;;;
11.54191898;18490;14084;147;811;70;85;12;14;0;0;4;16;0;1;0;0;64;557.2257218;147.841207;557;;;
11.54595298;18528;14083;148;807;70;85;13;14;0;0;4;16;0;1;0;0;64;558.6713293;148.225197;558;;;
11.56199998;18552;14083;148;805;70;85;14;14;0;0;4;16;0;1;0;0;64;559.5843446;148.467717;559;;;
11.56594698;18576;14081;148;804;70;85;14;14;0;0;4;16;0;1;0;0;64;560.4973599;148.710236;560;;;
11.58192098;18596;14082;148;804;70;85;15;14;0;0;4;16;0;1;0;0;64;561.258206;148.912336;561;;;
11.58594598;18615;14080;149;804;70;86;15;14;0;0;4;16;0;0;2;0;64;561.9810097;149.104331;561;;;
11.60192198;18631;14080;149;803;70;86;13;14;0;0;4;16;0;0;2;0;64;562.5896866;149.26601;562;;;
11.60594698;18642;14081;149;803;70;86;15;14;0;0;4;16;0;0;2;0;64;563.0081519;149.377165;563;;;
11.62192198;18644;14079;149;802;70;86;10;14;0;0;4;16;0;0;2;0;64;563.0842365;149.397375;563;;;
11.62594698;18642;14079;149;801;70;86;15;14;0;0;4;16;0;0;2;0;64;563.0081519;149.377165;563;;;
11.64192398;18645;14079;149;801;70;86;10;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
11.64594498;18645;14082;149;804;70;86;14;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
11.66192098;18638;14079;149;804;70;86;15;14;0;0;4;16;0;0;2;0;64;562.8559827;149.336745;562;;;
11.66595098;18640;14080;149;805;70;86;14;14;0;0;4;16;0;0;2;0;64;562.9320673;149.356955;562;;;
11.68192198;18641;14083;149;804;70;86;14;14;0;0;4;16;0;0;2;0;64;562.9701096;149.36706;562;;;
11.68594798;18639;14080;149;804;70;86;12;14;0;0;4;16;0;0;2;0;64;562.894025;149.34685;562;;;
11.70192298;18641;14077;149;804;70;86;13;14;0;0;4;16;0;0;2;0;64;562.9701096;149.36706;562;;;
11.70594698;18641;14081;149;804;70;86;14;14;0;0;4;16;0;0;2;0;64;562.9701096;149.36706;562;;;
11.72192298;18640;14079;149;804;70;86;8;14;0;0;4;16;0;0;2;0;64;562.9320673;149.356955;562;;;
11.72594698;18641;14077;149;804;69;86;14;14;0;0;4;16;0;0;2;0;64;562.9701096;149.36706;562;;;
11.74192298;18642;14081;149;804;69;86;15;14;0;0;4;16;0;0;2;0;64;563.0081519;149.377165;563;;;
11.74594898;18638;14078;149;804;69;86;8;14;0;0;4;16;0;0;2;0;64;562.8559827;149.336745;562;;;
11.76192198;18638;14078;149;804;69;86;15;14;0;0;4;16;0;0;2;0;64;562.8559827;149.336745;562;;;
11.76595098;18641;14081;149;805;69;86;15;14;0;0;4;16;0;0;2;0;64;562.9701096;149.36706;562;;;
11.78192698;18639;14079;149;805;70;86;10;14;0;0;4;16;0;0;2;0;64;562.894025;149.34685;562;;;
11.78594698;18636;14076;149;804;70;86;15;14;0;0;4;16;0;0;2;0;64;562.7798981;149.316535;562;;;
11.80192398;18644;14081;149;805;70;86;15;14;0;0;4;16;0;0;2;0;64;563.0842365;149.397375;563;;;
11.80594798;18645;14078;149;804;70;86;9;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
11.82192298;18639;14078;149;804;70;86;15;14;0;0;4;16;0;0;2;0;64;562.894025;149.34685;562;;;
11.82594698;18642;14080;149;804;70;86;15;14;0;0;4;16;0;0;2;0;64;563.0081519;149.377165;563;;;
11.84192198;18644;14079;149;804;70;86;13;14;0;0;4;16;0;0;2;0;64;563.0842365;149.397375;563;;;
11.84594698;18640;14077;149;805;70;86;11;14;0;0;4;16;0;0;2;0;64;562.9320673;149.356955;562;;;
11.86192098;18640;14076;149;805;70;86;11;14;0;0;4;16;0;0;2;0;64;562.9320673;149.356955;562;;;
11.86595498;18645;14078;149;805;70;86;11;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
11.88200198;18642;14076;149;805;70;86;10;14;0;0;4;16;0;0;2;0;64;563.0081519;149.377165;563;;;
11.88594898;18641;14076;149;804;70;86;11;14;0;0;4;16;0;0;2;0;64;562.9701096;149.36706;562;;;
11.90192398;18643;14079;149;804;70;86;10;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
11.90594698;18640;14076;149;805;70;86;8;14;0;0;4;16;0;0;2;0;64;562.9320673;149.356955;562;;;
11.92192298;18642;14075;149;805;70;86;10;14;0;0;4;16;0;0;2;0;64;563.0081519;149.377165;563;;;
11.92594898;18645;14079;149;805;70;86;10;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
11.94192198;18642;14078;149;805;70;86;9;14;0;0;4;16;0;0;2;0;64;563.0081519;149.377165;563;;;
11.94594998;18643;14075;149;805;70;86;12;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
11.96192198;18645;14079;149;804;70;86;10;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
11.96595098;18643;14076;149;804;70;86;9;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
11.98192898;18643;14075;149;804;70;86;13;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
11.98594898;18645;14079;149;804;70;86;14;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
12.00192398;18642;14078;149;804;70;86;8;14;0;0;4;16;0;0;2;0;64;563.0081519;149.377165;563;;;
12.00594798;18643;14075;149;804;70;86;11;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
12.02192398;18645;14079;149;805;70;86;14;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
12.02595098;18644;14075;149;805;70;86;10;14;0;0;4;16;0;0;2;0;64;563.0842365;149.397375;563;;;
12.04192398;18642;14074;149;806;70;86;15;14;0;0;4;16;0;0;2;0;64;563.0081519;149.377165;563;;;
12.04594898;18647;14076;149;806;70;86;12;14;0;0;4;16;0;0;2;0;64;563.1983634;149.42769;563;;;
12.06192298;18644;14077;149;807;70;86;10;14;0;0;4;16;0;0;2;0;64;563.0842365;149.397375;563;;;
12.06595398;18643;14075;149;807;70;86;14;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
12.08200398;18646;14075;149;807;70;86;9;14;0;0;4;16;0;0;2;0;64;563.1603211;149.417585;563;;;
12.08594998;18647;14074;149;807;70;86;9;14;0;0;4;16;0;0;2;0;64;563.1983634;149.42769;563;;;
12.10192598;18646;14072;149;807;70;86;9;14;0;0;4;16;0;0;2;0;64;563.1603211;149.417585;563;;;
12.10594898;18645;14074;149;807;70;86;9;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
12.12192498;18646;14074;149;808;70;86;9;14;0;0;4;16;0;0;2;0;64;563.1603211;149.417585;563;;;
12.12594998;18645;14075;149;808;70;86;14;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
12.14192498;18645;14073;149;808;70;86;9;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
12.14594898;18648;14076;149;808;70;86;9;14;0;0;4;16;0;0;2;0;64;563.2364057;149.437795;563;;;
12.16192798;18643;14073;149;808;70;86;8;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
12.16594898;18646;14074;149;809;70;86;10;14;0;0;4;16;0;0;2;0;64;563.1603211;149.417585;563;;;
12.18192298;18647;14078;149;810;70;86;12;14;0;0;4;16;0;0;2;0;64;563.1983634;149.42769;563;;;
12.18595298;18648;14074;149;810;70;86;13;14;0;0;4;16;0;0;2;0;64;563.2364057;149.437795;563;;;
12.20192698;18647;14074;149;810;71;86;12;14;0;0;4;16;0;0;2;0;64;563.1983634;149.42769;563;;;
12.20595198;18647;14079;149;810;71;86;12;14;0;0;4;16;0;0;2;0;64;563.1983634;149.42769;563;;;
12.22192498;18646;14075;149;810;71;86;14;14;0;0;4;16;0;0;2;0;64;563.1603211;149.417585;563;;;
12.22594998;18644;14075;149;810;71;86;13;14;0;0;4;16;0;0;2;0;64;563.0842365;149.397375;563;;;
12.24192498;18649;14078;149;809;71;86;13;14;0;0;4;16;0;0;2;0;64;563.2744481;149.4479;563;;;
12.24594998;18644;14075;149;810;71;86;12;14;0;0;4;16;0;0;2;0;64;563.0842365;149.397375;563;;;
12.26192598;18641;14072;149;810;71;86;15;14;0;0;4;16;0;0;2;0;64;562.9701096;149.36706;562;;;
12.26594998;18647;14078;149;810;71;86;15;14;0;0;4;16;0;0;2;0;64;563.1983634;149.42769;563;;;
12.28192398;18644;14075;149;810;71;86;14;14;0;0;4;16;0;0;2;0;64;563.0842365;149.397375;563;;;
12.28595798;18643;14074;149;811;71;86;13;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
12.30200598;18646;14078;149;810;71;86;13;14;0;0;4;16;0;0;2;0;64;563.1603211;149.417585;563;;;
12.30595198;18645;14075;149;810;71;86;11;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
12.32192598;18645;14074;149;810;71;86;13;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
12.32594998;18646;14075;149;811;71;86;13;14;0;0;4;16;0;0;2;0;64;563.1603211;149.417585;563;;;
12.34192598;18643;14075;149;810;71;86;14;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
12.34595098;18643;14075;149;810;71;86;12;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
12.36192598;18647;14075;149;811;71;86;12;14;0;0;4;16;0;0;2;0;64;563.1983634;149.42769;563;;;
12.36594998;18646;14074;149;811;71;86;9;14;0;0;4;16;0;0;2;0;64;563.1603211;149.417585;563;;;
12.38192898;18644;14074;149;810;71;86;14;14;0;0;4;16;0;0;2;0;64;563.0842365;149.397375;563;;;
12.38594798;18647;14075;149;811;71;86;15;14;0;0;4;16;0;0;2;0;64;563.1983634;149.42769;563;;;
12.40192498;18646;14075;149;811;71;86;15;14;0;0;4;16;0;0;2;0;64;563.1603211;149.417585;563;;;
12.40595498;18645;14074;149;811;71;86;12;14;0;0;4;16;0;0;2;0;64;563.1222788;149.40748;563;;;
12.42192798;18644;14074;149;811;71;86;14;14;0;0;4;16;0;0;2;0;64;563.0842365;149.397375;563;;;
12.42595098;18646;14077;149;811;71;86;8;14;0;0;4;16;0;0;2;0;64;563.1603211;149.417585;563;;;
12.44192798;18643;14074;149;807;71;86;14;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
12.44595098;18644;14074;149;798;71;86;14;14;0;0;4;16;0;0;2;0;64;563.0842365;149.397375;563;;;
12.46192698;18646;14075;149;766;71;86;9;14;0;0;4;16;0;0;2;0;64;563.1603211;149.417585;563;;;
12.46595098;18639;14074;149;682;71;86;10;14;0;0;4;16;0;0;2;0;64;562.894025;149.34685;562;;;
12.47395698;18643;14074;149;495;71;86;15;14;0;0;4;16;0;0;2;0;64;563.0461942;149.38727;563;;;
12.49392698;18637;14072;149;275;71;86;13;14;0;0;4;16;0;0;2;0;64;562.8179404;149.32664;562;;;
12.49795098;18611;14059;149;250;71;87;7;14;0;0;4;16;0;1;2;0;64;561.8288405;149.063911;561;;;
12.51392698;18582;14041;148;216;71;88;6;14;0;0;0;16;8;0;0;0;64;560.7256137;148.770866;560;;;
12.51795198;18547;14036;148;160;72;90;8;14;0;0;0;16;8;0;2;0;64;559.3941331;148.417192;559;;;
13.13392898;3846;14206;0;720;98;92;15;14;0;0;4;16;8;0;0;0;64;0.13422881;-0.13622;0;3846;;
13.13796198;3847;14214;0;722;96;91;0;14;0;0;0;16;8;1;2;0;64;0.17227111;-0.126115;0;3847;;
