t,participant,variable,variation,task,trial,globaltrial,ID,distance,width,targetleft,targetright,timestamp,mousex,mousey,cursorx,button,trialsuccess, pause, experimenterattention,fitts2prep,fitts2wait,trialstarts,trialtime,time,glfwtime,dx,y,target,widthm,distancem,sgy,sgv,sga,meansurgeerror,meansurgepcttime,meanreactiontime,mediansurgeerror,mediansurgepcttime
1970-01-01 00:08:31.810,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8096028,8093.0,-38392.0,620.0016515,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.02,511.451112,0.1334126,-0.0940945429474,0.105856875,0.07057125,0.21171375,-0.0947138160324,0.0112673532618,8.59315062465,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.812,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8119807,8103.0,-38390.0,620.3351829,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.022,511.4534483,0.1667657,-0.0940022381324,0.105856875,0.07057125,0.21171375,-0.094613336424,0.0289127864109,8.26587215842,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.814,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8137561,8116.0,-38388.0,620.7687739,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.024,511.4552219,0.2334721,-0.0938822418232,0.105856875,0.07057125,0.21171375,-0.0944979411901,0.0451114533893,7.99234651548,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.816,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8155144,8131.0,-38385.0,621.2690711,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.026,511.4569823,0.2668252,-0.0937437845731,0.105856875,0.07057125,0.21171375,-0.0943353118525,0.0614833454079,7.68140759106,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.818,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8176232,8147.0,-38383.0,621.8027214,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.028,511.4590881,0.2668252,-0.0935960968525,0.105856875,0.07057125,0.21171375,-0.0941410275963,0.0774527783347,7.37488477881,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.820,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8195741,8167.0,-38377.0,622.4697844,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.03,511.461084,0.3335315,-0.0934114871673,0.105856875,0.07057125,0.21171375,-0.0939199371751,0.0928602346378,7.0841535735,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.822,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8217958,8190.0,-38373.0,623.2369067,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.032,511.4632634,0.4335909,-0.0931991860708,0.105856875,0.07057125,0.21171375,-0.0936697117511,0.107862214738,6.80088027892,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.824,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8239826,8213.0,-38367.0,624.0040291,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.034,511.4654496,0.3668846,-0.0929868849466,0.105856875,0.07057125,0.21171375,-0.0933909626382,0.12245416425,6.52502697088,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.826,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8257306,8242.0,-38362.0,624.9712704,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.036,511.4671968,0.4669441,-0.0927192009168,0.105856875,0.07057125,0.21171375,-0.093088707229,0.13647486898,6.26844342722,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.828,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8275112,8270.0,-38357.0,625.9051585,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.038,511.4689786,0.4669441,-0.0924607473851,0.105856875,0.07057125,0.21171375,-0.0927814817283,0.149307364585,6.07902903821,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.830,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8286851,8284.0,-38354.0,626.3721026,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.04,511.4701504,0.4669441,-0.0923315206054,0.105856875,0.07057125,0.21171375,-0.0924334723429,0.162438155598,5.85662492343,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.832,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8319669,8334.0,-38344.0,628.0397599,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.042,511.4734324,0.5670035,-0.0918699964477,0.105856875,0.07057125,0.21171375,-0.0920663160015,0.175065708354,5.65982611495,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.834,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8337909,8374.0,-38337.0,629.3738858,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.044,511.4752582,0.6337098,-0.0915007771049,0.105856875,0.07057125,0.21171375,-0.0916776895422,0.187324395923,5.48055193308,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.836,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.835578,8412.0,-38330.0,630.6413054,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.046,511.4770881,0.6337098,-0.0911500187306,0.105856875,0.07057125,0.21171375,-0.0912720602776,0.19912142253,5.32944934627,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.838,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8376269,8452.0,-38323.0,631.9754313,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.048,511.4790927,0.7004161,-0.0907807993877,0.105856875,0.07057125,0.21171375,-0.0908625987708,0.211304071022,5.24210989124,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.840,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8395782,8495.0,-38316.0,633.4096166,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.05,511.4810877,0.7337692,-0.0903838886059,0.105856875,0.07057125,0.21171375,-0.0904138260347,0.222474888667,5.11978209134,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.842,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8418154,8540.0,-38309.0,634.9105082,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.052,511.4832836,0.7671224,-0.0899685168556,0.105856875,0.07057125,0.21171375,-0.089946256806,0.233139396588,5.01631618366,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.844,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8430268,8564.0,-38306.0,635.7109838,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.054,511.4844944,0.8004756,-0.0897469852333,0.105856875,0.07057125,0.21171375,-0.0894622477084,0.243672401214,4.93696924155,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.846,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8456734,8637.0,-38293.0,638.1457635,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.056,511.4871536,0.8338287,-0.0890731599514,0.105856875,0.07057125,0.21171375,-0.0889648309129,0.253982483322,4.88928192582,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.848,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8474895,8690.0,-38286.0,639.9134803,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.058,511.4889574,0.8338287,-0.088583944327,0.105856875,0.07057125,0.21171375,-0.0884688325363,0.264971508,4.91431226833,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.850,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8498642,8744.0,-38278.0,641.7145502,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.06,511.4913298,0.9338881,-0.0880854982321,0.105856875,0.07057125,0.21171375,-0.0879339606311,0.275129517212,4.9009384713,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.852,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8515484,8801.0,-38271.0,643.6156796,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.062,511.4930585,0.9672412,-0.0875593606707,0.105856875,0.07057125,0.21171375,-0.0873839712241,0.285132680951,4.91284547747,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.854,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.853773,8861.0,-38264.0,645.6168684,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.064,511.4952406,1.0005944,-0.0870055316703,0.105856875,0.07057125,0.21171375,-0.0868202688946,0.295353942872,4.95384193696,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.856,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8555366,8923.0,-38257.0,647.6847636,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.066,511.4970042,1.0673007,-0.0864332416737,0.105856875,0.07057125,0.21171375,-0.0862528211265,0.305105304448,5.05084383787,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.858,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8567533,8955.0,-38254.0,648.7520643,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.068,511.4982191,1.0673007,-0.086137866205,0.105856875,0.07057125,0.21171375,-0.0856613723834,0.315544221158,5.14843923401,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.860,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8595036,9063.0,-38244.0,652.3542042,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.07,511.5009748,1.4008322,-0.0851409739876,0.105856875,0.07057125,0.21171375,-0.0850496497664,0.326157838947,5.2580125435,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.862,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.861901,9133.0,-38236.0,654.6889245,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.072,511.5034108,1.1673602,-0.0844948401446,0.105856875,0.07057125,0.21171375,-0.0844531096306,0.337234258548,5.47779048322,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.864,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.863608,9206.0,-38230.0,657.1237042,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.074,511.5050756,1.2340664,-0.0838210148626,0.105856875,0.07057125,0.21171375,-0.0838042217972,0.348202071211,5.62279338639,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.866,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8657598,9279.0,-38225.0,659.5584839,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.076,511.5072257,1.2340664,-0.0831471895807,0.105856875,0.07057125,0.21171375,-0.0831335165151,0.359430347116,5.77712631892,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.868,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8674883,9359.0,-38219.0,662.2267357,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.078,511.5089538,1.3341259,-0.082408750895,0.105856875,0.07057125,0.21171375,-0.0824448530211,0.371125771751,5.95251373691,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.870,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8698483,9439.0,-38214.0,664.8949875,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.08,511.5113162,1.3674791,-0.0816703122094,0.105856875,0.07057125,0.21171375,-0.0817320881917,0.383123333921,6.13329923617,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.872,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8705149,9480.0,-38210.0,666.2624665,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.082,511.5119825,1.367479,-0.0812918623961,0.105856875,0.07057125,0.21171375,-0.0809943907256,0.395472629431,6.3182871318,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.874,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8737553,9610.0,-38200.0,670.5983756,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.084,511.5152208,1.4675384,-0.0800918995527,0.105856875,0.07057125,0.21171375,-0.0802516725665,0.409069042904,6.56455507192,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.876,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8755691,9700.0,-38195.0,673.6001589,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.086,511.5170364,1.5008917,-0.0792611560244,0.105856875,0.07057125,0.21171375,-0.0794802636434,0.423093959901,6.80958006026,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.878,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.877998,9792.0,-38189.0,676.6686484,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.088,511.5194656,1.5675979,-0.0784119515553,0.105856875,0.07057125,0.21171375,-0.0786535587905,0.436481098444,6.98020962361,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.880,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.879474,9887.0,-38179.0,679.8371974,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.09,511.5209404,1.6343042,-0.0775350556196,0.105856875,0.07057125,0.21171375,-0.077802681128,0.450437262786,7.16208589611,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.882,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8818859,9982.0,-38173.0,683.0057463,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.092,511.5233538,1.600951,-0.0766581597115,0.105856875,0.07057125,0.21171375,-0.0769199742771,0.464819772103,7.33585787003,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.884,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8836803,10082.0,-38164.0,686.3410611,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.094,511.5251462,1.7010105,-0.0757351113406,0.105856875,0.07057125,0.21171375,-0.0760107304035,0.47975720228,7.51772338047,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.886,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8857683,10183.0,-38155.0,689.7097289,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.096,511.5272359,1.6676573,-0.0748028325269,0.105856875,0.07057125,0.21171375,-0.0750690128955,0.495047023592,7.69294519414,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.888,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8875269,10302.0,-38143.0,693.6787534,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.098,511.5289927,1.7677168,-0.0737044049965,0.105856875,0.07057125,0.21171375,-0.0740945191324,0.510705368767,7.86200323971,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.890,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8899005,10409.0,-38135.0,697.2475402,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.1,511.5313678,1.7677168,-0.0727167432496,0.105856875,0.07057125,0.21171375,-0.073091284377,0.526895059672,8.03753248592,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.892,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8916591,10517.0,-38122.0,700.84968,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.102,511.5331246,1.8010699,-0.07171985106,0.105856875,0.07057125,0.21171375,-0.0720535162098,0.543404899477,8.20509886554,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.894,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.893769,10628.0,-38112.0,704.5518794,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.104,511.5352346,1.8344231,-0.0706952673761,0.105856875,0.07057125,0.21171375,-0.0709868097777,0.560311994361,8.38133611694,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.896,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.895559,10743.0,-38101.0,708.3874913,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.106,511.5370249,1.9344825,-0.0696337617827,0.105856875,0.07057125,0.21171375,-0.0698835354929,0.577519929902,8.54650906364,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.898,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8967954,10801.0,-38095.0,710.3219738,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.108,511.538263,1.9344825,-0.0690983937508,0.105856875,0.07057125,0.21171375,-0.0687449650418,0.594963927892,8.70508298679,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.900,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.8996458,10984.0,-38078.0,716.4255997,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.11,511.5411556,2.0678951,-0.067409215283,0.105856875,0.07057125,0.21171375,-0.067575551228,0.612804279619,8.8703629164,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.902,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.9019158,11108.0,-38067.0,720.56139,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.112,511.5433834,2.0678951,-0.0662646353175,0.105856875,0.07057125,0.21171375,-0.0663693117716,0.630836920665,9.02689919448,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.904,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.9036818,11238.0,-38053.0,724.8972991,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.114,511.5451476,2.2013077,-0.0650646724741,0.105856875,0.07057125,0.21171375,-0.0651304921294,0.649248314976,9.18726456707,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.906,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.9055386,11370.0,-38040.0,729.2999145,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.116,511.5470062,2.2013077,-0.0638462486621,0.105856875,0.07057125,0.21171375,-0.063852889113,0.667807896586,9.33523479067,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.908,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.907562,11506.0,-38027.0,733.8359425,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.118,511.5490296,2.268014,-0.0625909029131,0.105856875,0.07057125,0.21171375,-0.0625359800313,0.686510124144,9.46982219613,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.910,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.9087567,11576.0,-38020.0,736.1706628,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.12,511.5502223,2.3347203,-0.0619447690701,0.105856875,0.07057125,0.21171375,-0.0611836971526,0.705522608642,9.60245687176,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.912,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.9117365,11789.0,-37998.0,743.2748832,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.122,511.5532023,2.4014266,-0.0599786760744,0.105856875,0.07057125,0.21171375,-0.0597905332745,0.724636415372,9.71854377029,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.914,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.9138959,11959.0,-37982.0,748.9449182,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.124,511.5553635,3.2019022,-0.0584094938882,0.105856875,0.07057125,0.21171375,-0.058356555251,0.743850644157,9.81846372581,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
1970-01-01 00:08:31.916,1.0,0.0,-1.0,0.0,21.0,633.0,2.0,765,255,0.07057125,0.1411425,511.9156167,12115.0,-37966.0,754.1480091,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.126,511.5570843,2.6348986,-0.0569695384816,0.105856875,0.07057125,0.21171375,-0.0568856461828,0.763309193073,9.91322909741,1.001043769,1.0,0.0460243902439,0.996823043987,1.0
