Experiment parameters :
Instruction;3. Speed/accuracy balance
Block number;2
D screen value (in mm);150.000000
D screen value (in pixels);564.705882
DC Gain;1.000000
Duration (in s);0
Screen offset (in mm);95
Tablet offset (in mm);42
Tablet start line (in dots);4156
Tablet target line (in dots);19000
Screen start line (pixels);357

Time (in s);X tablet (in dots);Y tablet (in dots);X screen (mm);Pressure;TiltX;TiltY;Distance;Stylus;Upper Button;Lower Button;Puck Left Button;Puck Right Button;Puck Wheel;Puck Wheel Up;Puck Wheel Down;Puck Extra Left;Puck Extra Right;X screen (pixels);X screen corrected (mm)
1.55910602;4028;14249;-1;816;89;127;8;14;0;0;4;16;8;1;2;32;64;-4.23618959;-1.297113
1.57910502;4035;14248;-1;731;87;127;9;14;0;0;4;16;8;1;2;32;64;-3.96989347;-1.226378
1.58313602;4040;14251;-1;743;86;127;8;14;0;0;4;16;8;1;2;32;64;-3.77968195;-1.175853
1.59910902;4045;14249;-1;758;84;127;11;14;0;0;4;16;8;1;2;32;64;-3.58947043;-1.125328
1.60313102;4050;14249;-1;774;83;127;8;14;0;0;4;16;8;1;2;32;64;-3.39925892;-1.074803
1.61113102;4056;14252;-1;787;82;127;8;14;0;0;4;16;8;1;2;32;64;-3.17100509;-1.014173
1.63113502;4059;14252;0;798;81;127;11;14;0;0;4;16;8;1;2;32;64;-3.05687818;-0.983858
1.63513202;4059;14250;0;815;80;127;8;14;0;0;4;16;8;1;2;32;64;-3.05687818;-0.983858
1.65110902;4061;14251;0;832;80;127;10;14;0;0;4;16;8;1;2;32;64;-2.98079358;-0.963648
1.65513202;4063;14253;0;869;80;127;8;14;0;0;4;16;8;1;2;32;64;-2.90470897;-0.943438
1.67110902;4058;14249;0;917;80;127;10;14;0;0;4;16;8;1;2;32;64;-3.09492049;-0.993963
1.67513202;4060;14251;0;944;80;127;10;14;0;0;4;16;8;1;2;32;64;-3.01883588;-0.973753
1.69110802;4060;14253;0;964;80;127;10;14;0;0;4;16;8;1;2;32;64;-3.01883588;-0.973753
1.69513302;4058;14248;0;979;80;127;11;14;0;0;4;16;8;1;2;32;64;-3.09492049;-0.993963
1.71110702;4059;14249;0;991;80;127;13;14;0;0;4;16;8;1;2;32;64;-3.05687818;-0.983858
1.71513802;4060;14251;0;998;80;127;10;14;0;0;4;16;8;1;2;32;64;-3.01883588;-0.973753
1.73123502;4061;14249;0;999;80;127;10;14;0;0;4;16;8;1;2;32;64;-2.98079358;-0.963648
1.73513402;4063;14248;0;1005;80;127;10;14;0;0;4;16;8;1;2;32;64;-2.90470897;-0.943438
1.75111002;4065;14249;0;1008;80;127;12;14;0;0;4;16;8;1;2;32;64;-2.82862436;-0.923228
1.75513202;4069;14249;0;1012;80;127;9;14;0;0;4;16;8;1;2;32;64;-2.67645515;-0.882808
1.77110902;4069;14245;0;1013;79;127;10;14;0;0;4;16;8;1;2;32;64;-2.67645515;-0.882808
1.77513202;4071;14248;0;1013;79;127;15;14;0;0;4;16;8;1;2;32;64;-2.60037054;-0.862598
1.79110702;4075;14250;0;1014;79;127;8;14;0;0;4;16;8;1;2;32;64;-2.44820133;-0.822178
1.79513102;4071;14246;0;1014;79;127;10;14;0;0;4;16;8;1;2;32;64;-2.60037054;-0.862598
1.81110802;4073;14249;0;1015;79;127;9;14;0;0;4;16;8;1;2;32;64;-2.52428593;-0.842388
1.83110902;4071;14248;0;1017;79;127;10;14;0;0;4;16;8;1;2;32;64;-2.60037054;-0.862598
1.83528502;4072;14246;0;1020;79;127;10;14;0;0;4;16;8;1;2;32;64;-2.56232824;-0.852493
1.85111002;4074;14249;0;1021;79;127;11;14;0;0;4;16;8;1;2;32;64;-2.48624363;-0.832283
1.85513302;4075;14248;0;1021;79;127;8;14;0;0;4;16;8;1;2;32;64;-2.44820133;-0.822178
1.87111002;4072;14248;0;1023;78;127;10;14;0;0;4;16;8;1;2;32;64;-2.56232824;-0.852493
1.87513302;4078;14249;0;1023;78;127;5;14;0;0;4;16;8;1;2;32;64;-2.33407442;-0.791864
1.89111002;4081;14249;0;1023;78;127;11;14;0;0;4;16;8;1;2;32;64;-2.21994751;-0.761549
1.89513202;4080;14248;0;1023;78;127;10;14;0;0;4;16;8;1;2;32;64;-2.25798981;-0.771654
1.91110902;4085;14251;0;1023;78;127;7;14;0;0;4;16;8;1;2;32;64;-2.06777829;-0.721129
1.93110802;4084;14248;0;1023;78;127;6;14;0;0;4;16;8;1;2;32;64;-2.10582060;-0.731234
1.93513802;4089;14249;0;1023;78;127;9;14;0;0;4;16;8;1;2;32;64;-1.91560908;-0.680709
1.95111202;4094;14253;0;1023;77;127;8;14;0;0;4;16;8;1;2;32;64;-1.72539756;-0.630184
1.95513302;4094;14250;0;1023;77;127;4;14;0;0;4;16;8;1;2;32;64;-1.72539756;-0.630184
1.97111102;4096;14249;0;1023;77;127;8;14;0;0;4;16;8;1;2;32;64;-1.64931295;-0.609974
1.97513302;4100;14253;0;1023;77;127;10;14;0;0;4;16;8;1;2;32;64;-1.49714374;-0.569554
1.99111002;4098;14252;0;1023;77;127;7;14;0;0;4;16;8;1;2;32;64;-1.57322835;-0.589764
1.99513302;4096;14251;0;1023;77;127;10;14;0;0;4;16;8;1;2;32;64;-1.64931295;-0.609974
2.01111002;4099;14253;0;1023;76;127;7;14;0;0;4;16;8;1;2;32;64;-1.53518604;-0.579659
2.03110902;4098;14252;0;1023;76;127;9;14;0;0;4;16;8;1;2;32;64;-1.57322835;-0.589764
2.03513902;4098;14253;0;1023;76;127;11;14;0;0;4;16;8;1;2;32;64;-1.57322835;-0.589764
2.05111302;4102;14255;0;1023;76;127;8;14;0;0;4;16;8;1;2;32;64;-1.42105913;-0.549344
2.05513402;4100;14250;0;1023;76;127;11;14;0;0;4;16;8;1;2;32;64;-1.49714374;-0.569554
2.07111202;4099;14251;0;1023;76;127;11;14;0;0;4;16;8;1;2;32;64;-1.53518604;-0.579659
2.07513402;4104;14253;0;1023;76;127;10;14;0;0;4;16;8;1;2;32;64;-1.34497453;-0.529134
2.09111102;4106;14252;0;1023;76;127;10;14;0;0;4;16;8;1;2;32;64;-1.26888992;-0.508924
2.09513402;4110;14251;0;1023;76;127;8;14;0;0;4;16;8;1;2;32;64;-1.11672070;-0.468504
